Elastic_Modulus (GPa),Load (kN),Length_of_Beam (m),X-sectional Width b (mm),X-sectional Height h (mm),Max Deflection (mm)
184,2,5,68,93,6.2101836
165,1,5,62,83,5.342446
150,2,14,37,106,207.55994
136,4,13,69,101,227.23643
161,5,10,65,93,148.49846
130,1,6,44,89,13.391454
136,2,12,38,90,229.3315
194,2,10,41,97,68.876205
140,3,5,70,91,12.694659
112,2,14,40,99,315.62436
171,3,13,31,83,543.6248
108,4,12,47,100,340.4255
176,2,7,50,108,15.470708
111,5,15,52,104,649.7667
167,5,6,43,105,32.479618
191,1,12,63,95,41.873478
133,5,8,62,89,110.09475
110,2,14,53,82,426.8192
197,2,11,70,102,45.476105
161,3,14,40,97,350.1421
199,4,9,32,88,167.9873
189,3,12,50,82,248.73196
103,2,5,61,89,14.1105175
110,4,14,37,106,566.0725
190,2,9,38,90,69.252075
102,2,15,36,91,609.84143
159,5,9,52,108,87.49149
149,1,6,61,98,6.312472
121,4,6,53,91,44.69597
170,4,12,54,97,206.24614
120,2,6,50,102,16.961803
177,2,11,66,95,66.44466
107,3,11,59,99,162.96635
119,1,5,32,88,12.042178
141,1,13,59,110,49.60448
167,1,7,34,100,15.102149
157,1,9,47,83,43.195225
194,1,5,70,91,3.053698
190,1,14,58,93,77.39158
166,5,7,35,103,67.53305
152,3,13,32,106,284.4331
191,5,10,38,107,140.58588
140,1,11,68,110,26.260504
137,1,12,63,99,51.584244
142,4,5,30,91,38.938232
199,5,15,49,89,613.71204
186,3,6,36,87,36.740223
130,4,7,48,97,60.22743
145,1,6,34,84,18.480299
174,2,14,61,88,189.68239
157,4,11,42,106,169.4773
149,5,11,51,108,173.80423
175,2,14,69,88,166.732
179,2,13,55,100,111.57948
116,4,11,69,86,261.44217
132,1,15,51,92,160.95564
127,3,15,36,109,427.513
107,4,10,31,94,362.9702
198,2,11,51,95,76.86735
159,1,11,52,108,31.948196
191,4,14,39,87,559.4076
118,4,8,42,107,84.33102
185,3,6,68,97,14.109745
157,4,14,50,86,549.56506
172,2,14,39,80,399.47635
194,3,13,45,97,206.8054
167,3,5,65,98,9.176208
152,5,7,44,93,79.700134
130,1,14,61,108,68.67199
118,2,6,55,102,15.681173
162,1,12,40,81,125.4451
148,1,11,57,91,52.342842
188,3,13,58,108,119.95939
191,4,8,40,102,63.1504
170,3,7,63,84,40.525467
110,3,14,55,102,320.54535
149,4,8,67,106,43.06171
197,3,7,40,110,24.527378
113,3,12,65,103,161.4736
110,3,13,54,97,303.94125
156,4,6,45,94,37.0453
191,1,7,62,99,7.462829
149,1,5,40,103,4.798352
122,2,8,58,80,70.66139
190,4,5,50,95,15.34672
183,1,5,66,86,4.0678005
115,1,6,38,90,16.950588
124,5,12,67,101,252.34409
189,5,15,45,97,543.4934
124,1,5,63,88,5.870023
131,1,11,45,98,59.973034
165,3,10,62,81,137.95282
193,5,5,63,89,18.22855
133,3,9,66,82,112.96702
120,4,14,48,89,675.75867
125,2,5,50,96,11.302807
176,2,11,42,90,123.49761
108,4,5,52,86,34.99351
194,2,6,52,108,8.4986
115,1,12,59,101,61.797344
138,3,10,32,101,164.84209
169,4,10,51,98,123.27213
137,1,11,60,83,70.796524
112,5,11,52,96,322.88882
153,5,13,45,99,411.08395
120,1,13,37,91,164.15831
133,5,5,66,84,30.032162
143,5,15,45,103,599.96173
182,2,12,38,103,114.32655
148,3,9,41,87,136.8313
115,5,14,36,94,997.49384
196,3,15,53,93,302.93835
200,3,8,34,106,47.413795
113,2,9,62,84,87.77878
101,3,8,59,106,54.105354
110,2,10,46,107,80.66185
109,3,13,49,100,308.50967
102,3,14,42,80,938.2659
115,3,8,44,104,67.46534
198,3,11,50,104,89.640465
105,3,8,50,86,114.99437
176,4,7,40,86,76.599525
104,2,6,32,80,63.382664
154,2,8,67,87,37.6779
185,3,9,43,84,115.96068
155,4,5,54,93,18.56674
185,5,9,70,104,62.55583
167,5,11,44,104,201.28847
155,5,14,68,94,391.805
141,5,6,47,109,31.46062
128,2,13,37,97,254.14009
150,5,11,62,99,184.37393
188,1,7,69,105,5.7103043
121,4,6,53,86,52.953808
166,3,14,45,84,464.82224
103,1,8,52,89,33.899975
108,3,10,35,105,171.39636
167,1,9,49,90,30.551142
198,4,15,46,88,543.75433
190,2,7,56,108,12.795322
142,3,14,41,108,280.6092
104,4,6,49,84,71.513245
179,3,15,68,80,406.1656
138,5,8,33,108,111.561844
141,3,5,51,90,17.883581
181,4,11,50,105,127.04617
134,2,13,36,107,185.88376
169,2,13,41,89,224.88449
124,3,9,54,97,89.46603
181,2,9,37,94,65.52902
142,3,13,53,83,382.90656
136,3,14,55,87,417.81693
179,2,15,36,90,359.22018
157,5,12,55,93,310.98724
200,3,6,63,80,25.111607
137,3,5,54,109,9.785375
152,1,13,42,103,78.73457
187,2,10,58,81,86.74518
171,2,9,68,96,35.430626
115,5,10,34,107,260.96478
148,1,12,62,82,85.38641
107,4,12,55,99,302.61588
161,3,14,70,83,319.3649
181,3,14,69,91,218.67216
101,3,5,49,81,35.64501
172,3,7,46,86,51.11799
134,4,8,70,92,70.09768
142,2,9,67,108,30.413269
149,5,15,59,99,494.58386
196,3,10,37,105,89.33787
168,2,9,69,90,43.133194
148,4,8,56,91,81.97775
181,2,7,47,101,19.566967
152,2,8,46,103,33.506332
131,3,10,66,94,104.43895
100,4,8,67,80,149.25374
129,5,5,50,83,42.366837
126,1,11,48,89,78.04341
112,2,14,32,82,694.2958
130,1,5,52,90,6.3412633
134,4,5,46,102,19.109392
182,1,12,30,86,124.392944
136,3,11,32,103,209.9127
126,4,12,45,91,404.4236
145,2,6,65,95,13.365081
176,4,12,60,87,248.49753
113,4,8,59,107,62.688545
164,3,7,60,99,26.943542
101,5,8,53,87,181.562
175,2,15,63,102,144.233
103,5,9,49,104,160.51079
174,5,7,46,84,90.37727
126,4,13,30,107,474.4462
122,1,10,59,80,67.835686
178,5,8,47,81,143.94847
155,5,14,44,95,586.59576
146,1,10,44,84,65.659355
134,1,5,57,85,6.662137
137,3,8,35,86,125.90624
198,3,15,47,85,442.9097
183,2,15,67,101,133.58379
120,1,10,53,87,59.693237
157,5,11,48,101,214.2807
119,3,14,55,96,355.40378
189,3,5,66,93,9.343653
109,2,14,55,102,215.65741
114,1,5,57,88,7.0570354
178,5,12,48,107,206.36743
153,3,14,49,92,352.52863
187,4,10,60,81,167.70735
121,3,7,30,100,70.86777
123,4,8,34,84,206.56087
131,5,9,50,89,197.34506
172,3,10,62,94,84.67547
106,2,12,49,106,139.66713
133,1,13,31,80,260.1877
167,2,15,41,83,431.03165
200,5,13,56,93,304.84085
108,5,12,33,95,706.8792
120,1,5,30,94,10.451146
116,4,10,31,102,262.04736
183,2,7,30,90,42.851322
146,5,10,60,83,249.55807
159,2,14,52,85,270.20715
177,4,8,67,93,53.675117
157,5,13,70,101,242.53711
175,1,6,57,92,6.952122
118,1,15,39,97,200.88705
107,4,12,48,88,493.70862
102,5,11,59,106,232.12306
192,5,5,30,88,39.80609
108,4,6,43,85,75.73641
161,2,8,46,85,56.285885
115,2,15,58,109,195.36125
192,5,12,53,101,206.0215
100,4,8,40,110,96.1683
153,3,12,34,86,391.68713
143,1,15,61,88,141.9384
103,1,6,56,85,15.24445
128,4,5,51,92,24.590445
191,1,10,34,103,35.230274
108,5,8,57,105,89.807686
158,2,11,61,107,56.365036
141,2,5,54,107,6.7006326
150,1,14,39,84,197.84743
174,2,8,56,92,33.739544
122,4,12,49,89,410.03207
155,5,6,34,88,75.18049
104,2,13,52,83,355.2459
158,4,11,69,83,213.51952
170,5,13,54,95,348.92056
189,2,6,47,84,20.512861
153,2,15,64,91,228.69054
137,2,11,35,104,123.38416
149,1,15,59,104,85.32484
148,1,13,52,100,71.36824
126,1,6,51,86,13.21167
146,3,5,33,83,34.030643
107,3,15,50,96,534.7706
190,2,15,70,104,112.795586
163,5,13,59,81,537.3353
120,5,9,56,99,139.75351
119,1,11,45,90,85.23757
188,4,12,68,92,173.58553
166,1,14,60,85,112.15225
110,5,9,56,83,258.71558
155,3,10,39,96,140.23334
153,1,13,38,110,70.97689
104,4,14,54,87,741.9921
157,1,13,49,87,108.42179
148,3,7,47,109,28.557243
161,1,10,59,80,51.40344
164,2,5,34,97,12.281236
155,3,8,46,87,81.786934
160,4,7,60,97,39.14783
165,3,9,51,87,98.66814
131,5,15,45,92,919.04443
167,3,11,70,88,125.30742
122,5,15,45,82,1393.7019
154,1,5,39,81,9.7906065
132,1,13,45,84,156.0076
128,1,8,38,106,22.095243
162,1,15,52,107,81.76061
131,5,8,41,80,232.73134
116,3,6,68,92,26.374523
136,1,13,51,83,138.49265
170,5,15,70,90,486.30566
170,3,11,69,84,143.58315
131,1,11,41,110,46.546265
170,2,10,56,85,85.52169
106,5,12,63,93,402.12256
115,2,13,58,89,233.61688
137,5,14,67,100,373.67908
150,3,9,40,85,148.38184
193,5,13,57,105,215.64531
116,5,15,44,89,1172.4738
165,2,7,41,82,45.978497
157,4,10,49,106,109.14068
125,1,14,35,89,222.42113
138,3,12,64,95,171.1493
102,2,15,62,85,434.50534
174,3,7,45,110,24.684
150,1,7,63,101,8.807206
185,2,9,66,105,25.787779
170,4,6,39,88,47.80708
107,1,14,67,103,87.569695
129,4,13,50,84,574.6885
157,2,7,30,103,33.322037
147,2,9,57,101,42.222237
126,3,11,60,93,164.1605
166,3,12,66,96,133.70242
193,4,8,57,99,47.965855
140,1,8,64,86,22.459837
170,1,7,35,101,13.987916
127,2,12,38,94,215.54742
162,1,8,37,91,28.337988
173,3,15,38,98,409.09775
195,1,15,65,88,97.682724
140,2,7,61,89,28.486313
119,3,14,44,86,617.94586
142,1,6,66,80,11.253601
115,1,11,46,102,59.273678
184,2,5,52,85,10.636581
186,4,7,36,97,56.125916
101,4,11,57,104,205.53311
141,2,7,68,98,19.00456
136,4,15,63,100,393.90756
133,3,15,53,97,393.4525
194,2,5,62,90,7.1278586
158,5,10,36,90,301.45526
136,2,15,58,80,417.83698
104,2,7,54,88,44.81145
196,3,8,34,105,49.77696
160,3,7,65,101,24.008108
161,1,10,70,88,32.55128
136,3,13,64,89,268.53595
118,5,14,65,97,489.98587
184,1,9,57,102,16.374737
153,3,7,55,99,31.506176
140,4,11,60,84,267.33813
143,3,13,65,99,182.69908
159,3,9,59,100,58.2827
116,4,8,40,84,186.17189
160,4,13,53,85,421.86884
192,5,15,39,88,826.7419
133,4,13,63,100,262.20312
163,5,11,70,85,237.43549
125,3,15,30,96,762.9394
184,2,9,42,95,55.012268
180,1,15,61,92,98.68427
140,5,14,35,85,1139.833
104,3,6,46,87,51.424026
120,2,9,38,109,61.723877
158,4,12,54,88,297.19733
166,1,7,61,90,11.6163225
128,1,13,57,102,70.93895
108,5,9,56,95,175.73366
127,3,7,53,105,33.014744
162,5,9,40,97,154.0804
168,3,14,69,82,321.99228
126,4,15,65,101,399.96848
146,2,5,66,83,11.343548
168,2,15,68,80,288.5065
141,2,13,60,97,142.27039
138,2,13,61,106,109.56543
155,4,13,37,98,407.02246
185,2,15,50,104,162.18176
132,4,14,62,93,416.8402
131,5,8,63,92,99.58746
197,2,10,50,82,92.0645
186,3,8,65,96,35.899734
114,4,11,61,106,160.70366
121,3,13,43,104,281.5383
171,1,6,65,80,9.488867
169,5,12,37,83,604.13086
116,5,8,54,98,108.55504
137,3,15,32,103,528.3878
161,4,11,69,110,90.017105
120,3,11,51,102,153.70477
110,4,5,65,97,19.15529
184,5,12,54,107,177.45607
173,1,15,66,80,144.32906
148,1,10,48,106,29.547413
159,5,15,42,94,760.59564
192,1,11,39,96,50.22715
106,4,13,57,85,592.09656
107,4,9,47,110,108.91001
126,4,12,34,93,501.47055
181,2,8,42,93,41.866177
193,3,6,30,110,21.021242
103,4,7,66,85,82.1592
124,5,15,61,101,541.3375
163,3,8,45,105,45.2234
104,1,14,47,97,153.77216
175,3,10,38,88,165.49756
124,5,10,31,101,315.61853
177,5,11,52,101,175.44756
147,2,13,66,99,116.68989
102,5,15,39,103,970.5263
123,4,6,31,107,46.241898
107,4,8,69,93,86.21608
183,2,10,50,98,58.059155
192,2,11,36,99,99.229034
196,3,7,32,109,31.671587
157,5,8,47,100,86.73261
190,2,14,56,88,189.21887
175,3,12,40,99,190.8101
127,2,7,60,103,20.596691
183,3,7,38,100,36.993095
101,5,7,64,108,52.65402
103,2,14,70,87,288.97556
169,5,5,31,98,31.687895
140,4,14,70,94,337.11218
100,4,8,43,96,134.58226
163,3,6,54,98,19.554892
174,3,10,66,110,49.06706
160,5,6,65,106,21.797808
141,5,10,47,108,149.73447
115,5,7,43,97,94.99978
119,2,10,61,104,61.234077
132,1,6,49,86,13.125878
146,3,8,55,88,70.172615
106,5,14,32,82,1833.989
145,5,7,41,105,62.299473
198,4,6,63,90,23.75311
168,3,9,44,86,116.287094
108,1,14,70,108,72.03292
137,5,6,64,105,26.600838
185,5,7,55,84,71.09383
147,1,9,66,102,17.701324
193,3,5,43,105,9.758377
123,5,5,59,103,19.703856
145,3,8,53,92,64.16879
136,5,12,60,93,329.09003
186,2,10,36,109,57.660053
136,4,13,31,95,607.7972
106,4,5,43,102,25.84254
167,3,9,54,91,80.45525
149,2,12,53,82,198.43123
107,2,6,36,86,44.080055
112,4,11,58,107,167.2556
118,4,5,34,82,56.507683
181,1,7,58,87,12.404228
147,4,14,61,83,535.1834
101,4,6,68,100,31.450205
144,4,11,34,99,280.1761
136,2,11,52,109,72.66518
119,4,5,67,95,18.285946
174,2,10,58,85,80.674446
143,4,15,67,96,398.1523
196,2,11,33,94,123.87808
148,1,11,68,85,53.838215
114,3,14,44,94,493.97418
100,2,15,62,106,228.5254
130,2,15,38,99,352.05563
116,1,7,39,87,28.784172
128,3,9,47,86,142.88466
138,2,8,30,80,120.77295
104,5,9,32,80,534.79126
113,4,13,50,91,516.00916
116,1,13,39,92,155.9136
179,1,9,30,95,39.58425
101,3,15,31,89,1146.7847
180,4,6,50,93,29.8375
160,1,15,65,99,83.6132
155,4,12,41,99,280.23517
124,4,11,51,100,210.46806
192,1,7,55,82,14.727487
171,4,9,35,96,137.67328
150,2,5,41,105,8.778837
197,1,13,51,100,54.668064
166,1,13,63,104,46.689735
114,1,11,55,104,47.17919
114,1,11,60,90,66.73205
116,4,7,49,99,62.19199
183,4,8,51,90,75.25254
121,1,8,66,90,21.986351
124,4,14,53,101,405.24945
155,1,12,32,83,152.3238
117,2,13,38,80,482.57037
198,4,6,64,98,18.110497
106,2,13,38,92,350.22498
195,2,14,47,100,149.69994
196,4,10,62,107,67.17396
174,3,14,39,105,261.97726
111,2,6,39,85,40.62369
139,3,15,44,103,378.7528
162,5,10,56,80,269.11444
195,1,8,66,83,17.393906
174,5,12,65,103,174.77505
137,5,7,54,88,85.04363
138,2,5,32,83,24.752363
111,4,9,44,110,112.14342
116,3,15,41,93,661.6744
133,2,11,62,94,97.167534
116,1,6,64,99,7.496356
160,2,5,58,94,8.108648
136,3,11,33,104,197.73631
123,5,6,48,90,62.73211
175,3,8,45,94,58.707973
182,1,13,37,101,79.16494
175,5,7,59,91,55.104862
134,5,12,38,107,346.26935
171,3,5,36,96,17.213095
104,1,11,56,99,58.88316
194,3,13,42,90,277.40402
115,3,7,54,94,49.874695
130,2,11,42,86,191.62848
131,2,6,33,95,29.138536
145,5,7,46,90,88.17608
154,1,9,46,82,46.66029
121,2,13,52,106,146.58641
181,3,15,63,102,209.17769
198,2,14,34,80,398.05222
182,4,12,35,85,441.72046
103,4,9,43,96,186.04077
161,5,5,51,101,18.469698
108,4,13,57,108,283.3089
124,1,9,56,101,25.473797
161,2,12,53,107,82.65339
160,5,12,38,86,558.5407
151,4,6,50,85,46.585423
126,4,6,61,91,37.29316
185,4,5,66,96,11.5712595
141,1,13,53,97,80.5304
190,2,12,52,104,77.742195
175,2,10,40,98,75.8916
116,3,12,33,102,319.03073
137,4,9,69,106,64.75008
123,2,7,65,92,27.547497
146,4,12,33,89,508.75296
100,1,5,42,87,11.299077
157,1,14,63,101,67.31622
107,2,15,56,84,475.1537
197,3,5,59,107,6.5841804
199,1,5,45,96,3.944307
125,1,15,54,96,141.28508
115,4,13,41,110,350.0824
183,5,11,50,105,157.07211
171,4,6,66,109,14.778631
126,4,8,35,109,89.65033
108,4,11,34,97,397.15515
200,3,11,62,97,88.20687
132,2,10,51,109,57.351715
131,5,7,53,109,47.684525
164,4,15,30,83,1199.7048
145,2,5,63,85,11.140756
161,3,5,34,83,29.95244
173,2,15,31,86,494.69855
179,2,6,63,84,16.158176
131,2,6,62,87,20.193102
136,5,13,55,83,642.1023
159,1,10,70,84,37.89719
182,3,8,41,93,63.977478
127,1,15,55,97,132.35251
178,2,11,40,94,112.5342
109,3,11,44,84,351.17395
189,5,12,69,89,234.94858
174,3,11,44,103,119.323425
199,5,11,49,88,250.37495
174,5,7,41,109,46.40786
145,3,7,63,105,24.326462
124,1,9,63,102,21.983902
166,1,9,60,82,33.186893
152,5,12,58,86,385.20044
175,5,10,52,94,165.3808
102,2,14,63,103,195.38972
123,2,10,60,80,132.32555
198,5,9,44,104,92.98645
114,1,13,64,86,118.355896
102,1,5,32,88,14.049209
150,2,10,66,107,41.227165
136,5,11,51,94,288.7988
179,3,6,53,106,14.337338
122,4,6,61,88,42.590828
126,2,6,58,90,20.27205
187,3,9,39,107,61.19716
139,1,5,52,80,8.444265
140,3,14,42,97,383.48898
128,5,15,46,83,1253.0883
108,5,8,59,106,84.33088
113,1,15,67,97,122.108345
137,5,8,45,90,142.40308
162,3,7,36,99,45.4603
122,4,7,31,103,82.99672
173,1,11,36,92,68.61293
129,2,5,32,104,13.459853
109,5,7,47,88,122.80945
168,3,11,52,82,207.24551
178,1,12,62,110,29.40993
173,2,11,68,101,54.907154
195,3,7,51,86,40.66823
197,2,5,68,88,6.846315
103,2,13,47,91,301.12085
150,2,14,55,104,147.84279
178,5,14,59,90,448.0171
177,5,10,66,91,141.99353
174,5,15,50,99,499.75702
125,5,14,57,104,427.96597
157,5,10,57,83,244.28749
179,3,14,45,89,362.41803
106,4,13,36,98,611.70703
144,5,10,55,100,157.82826
173,3,5,66,82,14.891542
167,2,8,66,108,18.437765
177,5,14,64,99,312.05798
153,4,12,54,106,175.60666
175,2,10,36,88,116.46125
116,1,12,41,86,142.80605
109,2,10,63,104,64.7296
180,2,14,42,110,136.34973
149,3,7,30,108,45.685314
160,2,11,65,93,79.55471
176,1,8,63,92,14.824951
122,3,6,34,94,47.02109
195,5,7,51,104,38.32652
194,2,5,68,86,7.4485893
123,4,8,37,80,219.73193
176,3,5,45,80,23.119377
102,5,5,41,92,47.981358
142,2,15,32,91,492.812
186,2,9,48,92,52.43
137,1,13,36,80,217.50891
104,4,6,57,90,49.98251
122,2,14,52,107,176.53857
138,5,14,52,83,835.94446
184,2,5,50,103,6.2169943
187,4,7,40,94,55.20888
176,4,8,32,87,138.05418
108,4,8,55,88,126.48397
134,5,11,42,82,536.15753
134,2,9,58,106,39.377407
163,5,12,32,94,498.5774
126,2,8,48,101,41.08318
185,1,9,30,90,45.045044
171,5,5,33,98,29.41926
176,3,12,30,101,238.23576
197,4,15,62,104,245.64948
149,4,5,55,80,29.79141
123,5,13,36,90,850.7558
167,3,11,67,95,104.05842
183,5,15,37,91,826.81195
166,5,14,44,99,483.9804
133,1,5,52,94,5.4401574
155,2,7,30,84,62.226204
122,1,7,38,95,21.573463
135,1,15,53,82,213.87625
137,2,9,45,108,46.934605
196,4,11,69,95,114.78947
140,5,15,70,101,417.8242
131,3,9,46,92,116.518845
180,1,15,56,106,70.28063
104,3,10,44,81,308.40414
157,4,10,39,82,296.2062
137,4,13,67,96,270.53348
138,5,5,60,87,28.65708
168,4,7,32,80,124.61344
182,3,15,35,88,583.1061
158,1,15,65,109,63.440098
168,1,12,42,89,86.84707
116,4,9,46,98,145.15549
196,3,9,43,83,113.45666
100,4,6,44,105,42.406574
170,1,9,42,90,35.014004
190,4,6,58,80,38.28267
164,3,13,55,106,153.37946
123,4,11,53,109,157.65857
174,4,10,33,95,203.12622
159,4,12,30,98,384.89932
186,1,7,34,99,13.974512
190,2,10,34,108,61.442127
155,4,8,48,106,57.78025
183,1,7,64,102,6.8992605
160,1,8,53,103,13.813458
130,2,15,46,109,217.90292
106,4,10,69,107,111.607574
191,3,13,56,107,125.75307
179,4,13,58,91,280.81793
200,4,15,62,107,222.17786
110,4,15,53,106,486.05746
123,5,13,38,89,833.4535
102,1,15,36,88,337.181
150,1,13,53,99,71.20284
108,3,8,45,80,154.32098
175,5,5,37,97,26.44022
130,5,9,69,102,95.72924
155,5,8,40,96,116.67413
127,1,14,37,80,285.1338
168,1,14,68,107,49.017887
168,2,7,48,88,31.207973
145,4,7,58,100,40.78478
168,3,5,33,95,19.723194
157,5,15,39,92,884.82227
197,5,5,35,93,28.173248
141,3,12,53,100,173.42432
168,2,14,61,104,119.01864
168,5,15,66,103,348.19208
192,3,15,42,100,313.89508
177,4,5,50,107,11.529631
137,2,10,36,98,107.71314
132,5,12,37,81,832.1911
194,4,13,37,98,325.19836
151,3,9,55,94,79.26211
168,3,7,41,91,49.560772
145,4,13,69,85,357.56598
158,5,5,53,95,21.762873
115,1,7,48,94,18.703009
175,3,14,62,96,214.38872
120,4,9,68,94,107.560745
111,2,12,38,101,198.8122
186,5,9,57,86,135.13083
191,5,8,48,81,131.35612
164,2,11,59,90,94.34625
146,4,13,70,110,161.51064
127,2,9,54,99,54.776524
171,4,11,38,87,311.05743
113,1,14,69,89,124.803444
108,4,13,63,104,287.05542
146,3,9,66,90,77.83312
109,3,14,34,89,787.7165
167,4,11,54,87,224.13521
132,4,8,37,108,83.2191
188,4,14,52,86,441.2935
100,5,6,47,100,57.446804
145,3,10,60,109,66.567535
135,2,6,58,105,11.915002
171,1,15,37,83,233.22852
188,3,11,33,98,170.95795
179,1,12,47,84,86.63532
116,2,10,50,94,103.790695
167,5,6,65,93,30.923248
120,1,5,63,96,4.672126
178,5,9,41,108,99.12026
137,2,14,31,80,630.9601
163,1,15,70,91,98.13049
183,4,12,55,105,148.30714
109,5,9,57,98,155.83249
174,1,9,69,99,15.644568
199,4,6,35,93,38.555275
167,5,13,30,106,460.2404
171,2,9,57,97,40.974285
165,3,15,62,82,448.76382
170,2,8,51,83,51.64004
149,4,14,59,103,285.64993
193,5,5,58,103,12.773886
136,1,7,44,103,13.11387
197,4,9,34,98,115.63895
167,5,11,60,91,220.34143
146,4,6,59,98,26.642235
132,1,15,64,97,109.43208
162,1,8,34,84,39.208317
130,5,11,36,95,414.64017
128,5,5,39,90,42.93564
168,2,10,39,99,78.64851
122,2,8,51,92,52.838013
165,3,13,53,96,212.9697
131,5,6,38,95,63.261295
175,3,11,30,86,298.94043
173,3,10,50,102,81.70425
168,4,6,39,89,46.763805
104,2,14,68,92,249.1428
173,5,13,64,86,389.9587
198,4,10,30,87,255.6559
158,4,15,35,85,993.7836
121,1,10,50,103,37.81577
192,2,7,47,108,15.086682
114,3,7,64,81,66.346115
146,3,12,37,91,318.36563
131,3,14,35,90,615.71326
172,1,11,48,80,78.71879
120,5,7,61,89,83.08508
188,2,7,60,96,17.184675
161,5,5,59,80,32.127148
142,3,7,61,94,35.756386
101,1,7,70,94,14.6026325
173,5,10,31,101,226.22368
137,1,5,36,93,7.877313
115,3,8,37,98,95.885605
103,3,11,59,91,217.98465
140,2,10,50,106,59.97281
158,3,7,54,99,31.07413
164,3,12,37,83,373.5297
197,5,6,50,91,36.37503
101,5,11,34,89,687.25476
170,5,9,36,104,132.36894
128,5,14,45,104,529.385
117,1,5,45,100,5.9354224
121,4,6,30,105,51.401905
111,1,5,68,88,6.075333
137,1,14,43,81,219.11897
170,1,9,43,107,20.351612
115,4,10,33,82,477.91058
187,3,6,48,84,30.45049
137,4,6,39,90,55.455044
163,3,6,59,105,14.551492
198,5,7,55,91,52.245884
122,5,14,32,88,1289.2476
191,1,15,40,82,200.29903
149,3,9,50,106,61.619045
195,4,15,53,88,479.1983
174,5,11,56,81,321.28888
168,2,14,40,96,230.76562
180,3,5,41,104,11.293145
142,3,7,69,92,33.71743
165,2,8,57,100,27.219564
108,4,8,33,107,117.26838
127,1,13,64,110,50.770138
138,1,9,42,80,61.414257
194,2,10,65,108,31.4763
114,2,10,50,83,153.41255
200,5,7,57,106,31.577787
122,4,7,61,105,39.814068
181,5,6,59,104,22.47673
158,3,5,69,86,13.519784
120,2,10,33,94,152.0167
130,4,15,37,81,1320.3032
167,3,11,40,107,121.98643
183,1,6,56,83,9.215531
112,4,13,68,82,523.19257
198,1,9,67,102,12.945744
116,5,14,67,102,415.87308
108,2,12,43,98,197.67116
199,1,10,57,88,32.34179
186,2,12,31,87,227.55238
155,5,15,61,107,364.22598
129,1,6,67,103,5.71765
163,1,11,43,80,92.723976
156,5,12,62,108,177.28262
130,5,11,55,88,341.4554
186,4,7,45,99,42.23408
104,4,6,44,98,50.15215
149,4,8,66,90,71.41875
108,3,9,53,88,140.16551
147,5,9,48,98,137.21474
174,5,10,39,95,214.84503
195,1,9,62,109,11.640234
123,1,15,39,104,156.36662
122,2,6,69,91,17.025137
191,3,8,41,104,43.592724
199,2,11,46,87,110.402626
113,2,11,34,91,229.86165
173,4,8,59,82,90.97672
182,3,10,54,100,76.31258
154,1,5,67,96,3.4232671
104,3,15,53,94,552.8945
175,3,5,50,84,18.076958
104,2,9,64,99,56.43891
154,2,11,57,88,111.25114
199,3,9,47,88,85.780754
133,4,6,47,92,44.375248
187,5,11,43,106,173.72423
197,4,6,53,87,31.416218
193,2,10,30,108,68.55201
126,3,6,41,102,29.550177
181,1,6,68,84,7.40233
127,1,15,46,84,243.67691
129,3,12,51,108,156.37735
181,4,15,51,106,306.97812
114,4,10,66,82,241.0514
166,4,13,49,106,226.78186
173,3,6,61,92,19.714037
185,4,5,34,84,33.52907
154,5,13,66,85,439.9655
153,2,7,58,103,17.686136
129,5,9,43,110,123.42449
119,3,12,60,90,248.98846
197,4,6,41,94,32.19735
101,1,15,60,93,173.0981
115,2,11,41,84,238.13788
188,5,8,62,80,107.240906
146,1,15,70,84,139.29163
185,1,5,43,92,5.044828
110,3,6,43,99,35.29785
173,2,6,65,97,10.523231
187,1,10,40,110,25.110788
144,4,6,63,101,23.10929
156,3,12,61,100,136.19167
177,4,15,43,90,608.2814
126,4,11,54,106,164.2465
147,5,8,56,109,60.033703
193,1,7,36,91,16.377596
135,3,7,64,87,45.21514
196,3,12,33,85,326.2708
155,1,12,33,86,132.78308
162,3,14,39,107,265.8976
134,4,9,46,92,151.88028
190,4,15,39,105,393.44827
149,4,11,60,104,132.35506
133,3,5,67,94,12.6666355
163,3,14,50,90,346.38593
120,5,9,68,93,138.83487
140,2,14,68,106,121.00395
178,5,6,45,93,41.906597
136,1,13,66,82,110.98025
140,2,9,49,96,60.056458
159,5,11,31,91,447.92477
178,4,10,41,85,223.12047
178,4,5,63,84,18.806656
179,2,5,35,96,11.275744
186,1,5,39,87,6.5420628
123,4,11,35,97,338.7581
191,5,9,38,84,211.8277
150,5,6,43,105,36.160645
146,5,5,54,100,19.818619
158,3,13,61,97,187.32217
151,3,9,46,84,132.80553
188,1,10,55,83,42.284893
111,5,11,40,90,514.0171
